,상품이름,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10 (예측)
100,설화수윤조에센스,27830,32230,40320,26150,26120,42580,37710,22630,23880,24830,38800,37070,32240,35560,35610,30990,27080,30410,27730,18430,17990,22460,29740,27440,29540,31890,42890,30900,29630,30770,35850,23230,22140,32220,40140,21290
101,바세린,75120,77510,51090,43440,39960,55290,29580,23400,25230,21170,27030,49760,55490,73900,58710,40730,37380,37050,29020,22000,24640,24960,26990,39780,46630,73020,73030,52850,40850,37740,28830,22230,19250,21550,26340,40930
102,선스틱,3770,3550,4550,5330,8660,14720,26480,35380,16320,10710,6750,4270,3190,2790,3130,4300,8430,16890,21840,37350,41640,26270,14410,5780,4350,3700,4810,6250,10960,30620,47950,39670,36810,23120,12210,7840
103,클렌징폼,30980,24500,28500,30930,31950,26010,26380,25950,25110,26970,26800,24850,23680,23910,24190,21290,23210,23540,23570,25170,26340,34630,33170,35930,29130,31980,33700,37650,36780,35030,35360,37200,38870,29950,26060,41820
104,썬스틱,3880,3460,4140,4730,8940,16440,26610,37910,15100,10440,5800,4360,3000,2550,2790,4170,9480,19100,23680,39600,43520,25850,14790,6340,4190,3490,4800,6720,12260,34210,52780,43710,39540,26010,12090,7860
105,톤업크림,40790,43770,49180,57250,92610,82670,83380,67050,64290,58340,47180,44420,47400,57560,77690,58830,61640,54470,59050,55460,59910,59660,45070,44940,42360,42420,50640,58640,52230,54750,55600,60240,46970,45930,35270,32990
106,더바디샵화이트머스크,29750,31030,28080,26240,27610,24400,28950,31000,21650,23120,39630,30200,33610,32600,25230,25820,25460,22940,25590,24630,26180,27530,32000,31580,27840,27630,28610,26000,21910,18920,23490,24730,19070,19280,19630,18960
107,클리오킬커버쿠션,10020,10400,12380,10050,10540,7020,7000,6460,5680,6080,4890,4820,5330,5300,8450,16660,23030,29480,33370,31440,29620,31900,39060,31620,34270,37850,37610,34230,38740,32180,40040,35810,36340,36160,54910,34460
108,립스틱,32900,36250,41500,37860,31960,27800,26820,20800,21330,23290,21030,20910,22020,25950,26660,28040,22730,20110,20510,17450,17070,18090,19100,19270,20040,22190,24360,24020,22130,20920,26410,22930,23820,28210,24350,21380
109,맥립스틱,116830,118100,92430,110490,114400,73580,72700,55810,58060,70720,70120,59740,63350,59620,54100,54040,48170,40470,45750,35630,38180,54800,52640,45420,46590,56770,56440,51430,43510,38740,45690,39720,43000,50400,43510,44260
110,디올향수,35820,41640,36560,81060,43150,32220,37740,23570,23880,26860,29250,27990,28380,39120,31050,46760,41000,33370,42130,32530,32330,39750,52990,53320,45060,85730,73330,80700,64940,52810,70850,53350,49180,52460,62800,62990
111,새치염색약,16460,19410,24570,27660,38330,30420,23170,20880,23300,22080,21850,19200,19000,25520,29190,25740,27870,27230,26260,23750,23570,23520,19520,21600,23560,24810,27160,32320,30780,29360,29360,23000,29570,25920,20550,20230
112,파운데이션,29060,29940,33170,32210,29790,25620,24730,22110,22290,23230,21610,22080,21150,20420,24030,22770,26720,25450,42690,37850,30950,28060,23370,44970,43700,32970,31930,31330,31490,33680,46050,36730,37270,34900,33970,32290
113,입생로랑립스틱,152120,125870,135660,89440,98640,79590,73180,43600,48690,49580,54250,47710,45650,56520,42330,41560,36820,32230,33610,25840,24120,26120,35980,35330,35460,41630,49210,40730,35390,31050,38660,31890,28770,36950,40420,36540
114,속눈썹,28250,28960,27350,28500,30880,30850,30980,30540,35090,34470,28950,29980,29700,29170,31600,31560,35120,34120,35030,34760,34260,35180,36840,39970,38820,40320,44100,42560,48290,51460,56280,57040,56170,56010,46990,45590
115,로마샴푸,12230,14950,16000,29800,24930,20940,32010,24140,24910,24630,25340,20640,25710,32860,26160,24480,22980,23790,21290,21450,23490,32680,30400,43710,32830,38500,42100,36240,37860,31910,31180,35550,37100,36570,33040,27310
116,셀퓨전씨선크림,20650,22260,31040,28930,32820,35580,45820,32830,27090,27260,22140,21680,20770,23800,21370,24770,43920,51090,52900,46240,38390,27930,22280,22510,22480,21190,23790,23920,33250,39830,62620,42540,32130,27590,28910,23810
117,닥터브로너스,32880,41810,38860,43880,52000,38350,49600,43430,51460,53620,42610,31920,30790,49720,31710,27880,29710,27570,40100,37280,65590,44230,32920,30420,30030,32000,31080,27020,26360,30340,41300,42760,46590,38110,29510,26470
118,ahc선스틱,6670,5630,6380,6770,11550,22240,40020,54180,23570,15560,6860,5650,4210,2150,2750,4390,8760,20670,26100,36970,43830,17410,6810,5890,4010,3200,3410,4660,11670,29900,44800,39660,39970,26490,12900,8870
119,닥터포헤어폴리젠샴푸,118690,74400,27560,4240,17060,17250,8880,15790,22540,19470,22480,24970,23040,24780,26170,21800,22700,17350,15870,15130,15950,20790,17800,17480,21480,24130,19690,17020,16300,14790,15570,16530,18330,23230,16140,10910
120,도브바디워시,9540,8510,8860,10360,15100,11940,10650,11680,11580,14160,11060,12070,11550,13440,12420,9110,11150,11200,15090,16690,18030,18220,15330,16170,14450,14780,20800,16270,17830,15460,18570,21350,23250,25690,21300,19790
121,제로이드,51690,61630,62070,55670,74620,69280,59070,48200,45840,49370,56790,66360,69540,75470,78890,58520,60590,54560,51310,46080,44050,49070,50910,62260,59100,61400,79720,59670,76020,53940,52800,47290,43320,42870,45000,76620
122,달바선크림,5750,6580,6810,8530,20770,46940,37190,29760,18540,12730,10540,10760,10100,9630,12360,14240,25260,35600,38060,36580,31570,24310,18120,23570,25100,27070,36570,38280,53850,60030,82200,55330,64230,38540,38880,36470
123,김정문알로에,23590,25840,28190,27110,30930,31870,36860,43790,32640,30800,29970,30280,30560,34660,39600,32410,38400,42330,44180,42350,42690,38210,32560,34680,44110,47890,47720,42000,40680,47260,57930,60670,48050,41590,35180,36840
124,어뮤즈쿠션,2110,2070,3380,2000,1500,1280,1050,1140,1060,660,560,4650,4170,2390,4690,2430,1870,1820,2090,1890,1290,1150,1420,2610,11410,18420,23090,38880,34340,31810,37990,40770,32150,34770,28390,20660
125,조말론블랙베리앤베이,78550,77770,80210,86330,79780,67440,67220,54010,53580,55010,53680,51940,54200,64800,53890,56800,61380,50170,52590,48910,50980,51430,50310,50060,48750,53640,47260,53830,57300,41460,48130,42780,39550,47570,42670,40680
126,헤드스파7트리트먼트,36750,43090,51380,39680,49260,7490,18210,26900,29420,29510,34000,30000,27860,32440,35130,16960,27710,26540,23770,26070,23680,25800,21720,22210,21240,22290,23380,22590,25250,25070,24410,26650,23680,28680,24600,18560
127,어뮤즈,29050,25540,25260,34360,30870,23620,36290,23200,25320,25610,21690,26750,22050,17730,31020,24480,22950,26310,38500,34160,30680,41330,34290,27440,29880,30210,39730,50590,41920,36660,40280,39220,38790,37660,33620,26360
128,일리윤바디로션,11840,11270,8820,8840,10650,15400,9400,5590,6310,5300,11180,16700,16890,23180,15840,10900,10090,11660,9050,7310,5740,6790,9130,18090,22080,23180,23850,21250,17180,14310,16410,14560,12880,10980,16250,25360
129,파우더팩트,11160,11900,14400,12790,12740,10140,16060,15920,15820,17670,10970,9970,9880,8770,8730,8940,10570,10780,12520,13650,13170,11890,10700,11450,10580,10650,11400,12170,13780,18110,22870,24630,23980,22050,21130,15530
130,우르오스,25770,23010,24360,24940,26710,25560,47070,44290,33340,28620,24740,38110,24590,21840,42580,31660,25150,20980,26680,32890,26060,23520,19230,21880,20610,18510,42760,45970,27910,24020,28430,28780,23250,22710,20650,32300
131,로레알염색약,31310,34560,41020,42230,53720,44090,38790,35700,42840,39930,40140,36180,33650,38950,38930,43340,40520,33190,32980,30880,37020,36250,30710,32760,30670,32740,36950,34670,35600,32990,33130,33470,36950,35780,33460,32690
132,랑콤선크림,12710,13500,15020,14030,18250,23960,26470,20980,16020,14800,12920,13230,11570,12430,15710,17900,27690,31090,29660,27430,22000,17180,13850,16170,15500,15530,19860,20290,22720,31830,41420,31690,27570,25000,22560,17290
133,에스트라아토베리어크림,16140,17290,20590,17700,19250,18620,13850,10840,10440,14030,20020,22760,24650,30680,29960,27660,26240,23850,21450,17140,14000,17660,20540,23600,29020,27180,30400,27690,19980,20660,20930,15530,13510,15930,18830,12530
134,데오드란트,16150,16150,17480,21720,30840,34810,84160,96720,53880,48680,22620,17300,14710,14860,16920,17720,24760,34860,49440,65330,59380,32030,21240,16470,13440,14070,15470,17970,25830,50200,72650,69160,65450,36030,23560,18020
135,미장센염색약,11120,12780,14140,13230,15520,11470,12720,14990,15440,15110,14620,14260,13060,15240,16700,13350,15480,14210,13090,11500,12730,12850,11330,12460,13360,14110,16570,16950,17330,17060,17780,16990,18440,19520,17820,18430
136,반코르맥주효모샴푸,0,0,0,0,130,0,130,0,90,10,0,0,0,0,0,0,450,7640,14790,28730,24670,35870,43200,60710,40860,20970,31230,31040,26450,21270,13330,16510,24390,19320,18050,23880
137,정샘물쿠션,40410,31240,42710,27100,19830,16580,16070,17330,20030,19400,22600,36680,37280,28730,28270,26300,24750,17030,15140,13690,12380,13030,16810,18300,22750,27910,27380,45050,36650,33110,42610,34990,30410,31630,34370,33470
138,메디힐마스크팩,31710,35410,36580,36600,33960,28410,26030,25590,22630,23190,22730,23590,22040,25460,25300,23160,25640,26010,21920,24170,24530,23840,26760,24590,25200,28620,33880,36800,31620,31790,39690,38170,37260,39390,29150,26850
139,모델링팩,13370,17210,21950,22960,26260,32700,25820,23550,23220,31120,26770,20600,18100,19880,67030,37260,27970,22790,29420,25150,33590,32020,26030,26180,21770,21130,27230,24110,21820,21960,39580,34170,56210,49800,37500,34260
140,르누베르,4150,4330,5120,4340,4350,3860,3450,3020,3110,3330,3440,3600,4000,4150,5450,3910,3700,3630,3270,3330,3440,3790,3140,4720,3650,3720,4280,3630,3670,4670,4030,5370,5340,5640,3030,4300
141,아누아어성초토너,320,260,4970,28370,39640,26880,23450,21650,20760,20710,18200,15500,17720,17930,18120,37270,36090,34280,30180,60870,27630,38720,30720,21290,21430,22410,21010,23190,28410,19030,22930,22820,18220,18600,19220,13900
142,우르오스올인원,7890,13690,12790,9400,10590,7180,16570,13810,9170,8500,10550,17120,16710,17070,24740,21840,19200,16520,15070,10470,9610,9040,9190,12010,14140,13960,24600,29000,19910,17020,17530,14970,12610,13060,13380,20710
143,바이오더마아토덤크림,29200,20470,17280,19980,17450,14270,10940,7760,6880,6830,11020,15970,24850,20980,23310,13300,13060,11010,9920,8960,6030,7650,10940,16560,21760,20060,24560,20780,15550,12620,13370,10150,7260,7660,12080,12360
144,슈에무라하드포뮬라,22770,22760,26340,25010,20630,18810,19690,18500,21580,24180,20110,19830,25680,21090,22970,22540,39300,25710,22880,21240,20780,23380,23350,19390,18250,18940,21580,18390,17470,16480,18080,17010,16670,16930,19370,15580
145,메디올샴푸,0,1450,2000,310,220,3850,1420,470,130,170,2530,6540,9200,18180,32090,41050,34030,20030,21550,15660,14180,17540,20580,19070,18250,28960,115650,83280,85270,49530,43650,33860,28810,20660,17000,49290
146,고운발크림,10790,10300,7230,6320,8320,9350,10550,9590,8600,4800,6040,23340,21650,32370,23160,13720,11130,11120,10480,8980,7510,5820,6740,12160,16910,21420,26250,30270,15480,15550,17160,14270,9340,7650,9970,15150
147,마녀공장,133790,137630,122080,101520,121960,87290,89380,100430,108340,73910,75520,74460,86970,76380,83760,60450,59550,58580,61690,61800,58770,56410,51300,54560,61480,67160,53100,50770,54850,44890,46110,3071480,127400,93480,74270,69470
148,조르지오아르마니파운데이션,26740,24130,24650,18950,15070,12430,13150,13190,17120,16910,17410,24700,20540,19500,24670,21950,28430,23370,19050,18150,20470,18930,25360,31680,28470,26400,31830,35960,32920,40420,43260,35820,31420,35190,33260,15640
149,닥터지폼클렌징,6610,7690,9140,9680,11960,8890,11890,11940,13640,13350,13470,12230,11530,12580,11120,11400,13930,13600,14310,16850,16080,17040,15580,15360,14610,13930,15330,15700,15170,15090,17060,16560,17230,19570,15790,14700
150,입생로랑향수,56690,43120,28400,37240,30920,21810,30360,20500,22260,24240,28560,31260,41270,52890,33070,45250,42380,30610,44530,30310,27680,29120,32000,31210,34890,53640,50410,42730,35640,29990,41730,30810,32620,32950,32030,34540
151,메디큐브,126190,137640,183250,161610,165830,135610,131090,117840,144340,131710,133720,124990,104920,158040,149510,139490,138340,107700,111900,113660,119630,128100,112870,103340,101860,98960,125720,128240,166060,182840,220320,182970,178510,222710,223370,263780
152,세타필,45010,44860,33960,34750,35820,30720,21810,16980,16810,15000,27040,47130,47970,51240,44520,28090,35690,24270,19990,15740,13990,14740,19090,27460,32120,33560,39660,41100,33810,27100,26050,17340,14810,16800,24600,45720
153,피지오겔로션,29710,28650,27580,25520,26130,20540,18690,15310,14310,14490,17820,18430,17390,16250,16570,13640,15930,14060,14200,14030,10970,12290,13470,16770,18190,16790,18050,15630,15470,14490,20410,14010,12790,15900,19760,15960
154,어뮤즈틴트,2010,1170,1260,3800,2280,1450,1870,1560,1510,1130,850,1760,1620,1050,1890,1050,1000,1350,1920,1690,1990,2070,1330,1550,1610,3100,3900,10060,18830,19660,20400,8540,9800,7940,7780,5520
155,아이오페슈퍼바이탈,28240,26100,28630,21540,21760,20780,15920,8870,10460,9360,18720,23950,21980,24190,24060,18680,16230,16100,15830,10090,8430,11570,17020,19480,23770,23090,27260,21140,18570,17460,17000,12090,10270,15580,19360,21770
156,헤드앤숄더클리니컬스트렝스,6060,9670,10080,10280,15170,13010,12890,12060,12210,12170,13550,16190,15970,19230,26690,25870,30720,23530,18950,17480,15430,18620,18860,18290,18160,17640,20860,19300,19790,19930,17760,16910,20320,18760,16550,21460
157,나스쿠션,37860,32220,33940,29870,21820,18740,37080,22240,23620,26170,18690,19760,19220,18690,18400,18430,19140,39020,27760,22590,20140,20010,21110,23240,22540,22830,25490,23190,23070,24510,31820,24870,22270,21820,21030,20790
158,마데카크림,21390,26070,31750,26070,24860,26420,20900,18270,15630,13660,16290,22460,21340,23540,28600,19430,20910,17630,17480,18370,13750,14960,17080,19620,21280,23490,24440,22270,17820,18380,18080,16590,14910,18620,21570,126340
159,헤라쿠션,20760,21100,27950,27310,19540,16280,16940,14170,18400,20150,25070,21370,18520,16110,16330,17370,20500,25740,21230,18470,16600,20530,17760,19730,21530,21270,24990,23070,19940,22420,26910,23730,21530,23200,24430,23010
160,르누베르,4150,4330,5120,4340,4350,3860,3450,3020,3110,3330,3440,3600,4000,4150,5450,3910,3700,3630,3270,3330,3440,3790,3140,4720,3650,3720,4280,3630,3670,4670,4030,5370,5340,5640,3030,4300
161,남성올인원화장품,7680,7250,7060,8490,8120,7680,6360,5440,5140,4500,5090,5550,5730,7140,8590,6650,7270,7010,6470,10550,12530,11980,10360,13370,14130,13960,18870,21910,18570,19090,19820,17140,18450,15880,10640,6880
162,크림,13100,13410,13470,14560,20670,30910,33590,35910,39570,37050,41790,42570,76360,103470,113990,132940,167620,195020,205830,183890,190400,306860,296600,340360,370780,457960,454990,572290,674260,670720,701720,655530,610490,721490,747520,812800
163,바세린바디로션,16900,15190,8520,8830,10290,9990,6340,5280,3710,3580,8190,14990,15490,17970,15880,9360,9040,8590,6370,4580,3400,4500,6810,17750,22520,22850,31080,18550,12140,9910,9030,7010,4630,5170,9580,16970
164,지엘리트루프쿠션,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7070,1760,9100,30690,30900,27740,30720,22560,7310,10560,15570,11980,12080,28190,37230,20670,20250,17300,16500,8630,14650,9260
165,달바,23410,56400,61470,55990,45190,44850,45110,41320,26970,22470,28010,34040,55510,60630,46700,49940,47790,45140,47590,42980,44670,48970,53990,74280,99530,114120,133150,124790,88500,83540,86700,73930,264990,75390,86420,111510
166,매니큐어,21680,27480,32060,30900,43960,49130,53220,66940,66920,53630,33030,26950,24860,33630,35350,27880,30150,32110,40940,51290,48880,33180,23410,24930,22370,24830,27220,24270,25570,27250,39640,50360,54490,37540,23010,20730
167,밀본염색약,17070,21270,21510,21010,23760,23130,22660,22320,23770,22450,21890,18850,19330,23300,24850,21390,26330,23710,23360,23510,24610,24170,21640,22680,24670,26040,27740,25710,28920,28320,26840,26830,28790,31980,27270,25860
168,헤라파운데이션,7300,7160,14190,26880,14720,13100,12190,8330,7790,7950,7810,7330,7020,6350,7430,7770,8890,8110,7840,6850,6570,7280,7030,8070,8870,8600,9720,10160,9290,17680,29210,28030,27140,28900,27620,26140
169,달바미스트,23440,32370,34620,25360,19230,15570,14570,12840,9910,8770,13390,17520,21070,23710,18100,16490,14570,12540,12030,10510,9910,12910,15160,22230,29240,35460,37770,31570,22790,20550,21680,17130,21550,18890,23290,28940
170,쿤달샴푸,57090,56820,38840,60380,64610,54040,50280,47430,25930,18490,28290,44760,48660,59650,45120,39610,35560,32860,33040,37930,41520,87170,46880,36460,39940,35950,45860,47200,42600,32620,37570,38530,32150,41230,28700,27660
171,아베다샴푸,19690,20590,23350,22020,22840,20660,21440,20430,22340,24560,22690,22910,21590,22450,26510,21050,20860,24880,20720,18350,18350,22880,23220,24540,27220,28640,31310,28310,27210,25230,26610,26370,27310,29830,27320,25290
172,아이섀도우,16670,18820,22760,21650,20750,17410,17710,15830,18310,18180,17690,17180,17520,17890,16570,13780,14760,13070,13210,13300,12650,14350,14410,15570,15370,15650,16550,16390,16010,15210,16160,14600,14200,15220,14340,13770
173,딥디크도손,34800,39900,36050,35560,35620,42380,41060,35050,46320,36350,40490,41600,37940,54690,54560,45420,38370,33910,35780,33910,34160,44870,44420,45480,40560,44300,40800,41860,47320,41790,37040,32660,34290,37030,33080,33480
174,순수염색약,26790,26520,29300,30070,33630,43780,34840,28410,31740,33590,38070,31010,33570,44770,44070,34820,32540,27470,27300,25450,21890,24140,23500,22480,23450,24730,29970,29940,29570,27780,28660,24000,23780,26890,19890,18200
175,입욕제,31670,42270,39150,42190,47230,42580,35280,29810,35230,34740,36050,39570,44090,63540,75290,56830,46170,39000,38070,30350,33210,38900,34320,36560,35610,45560,48600,56320,40780,33920,33620,34480,40110,35280,26600,32540
176,미스트,46500,52210,46400,47100,45430,40840,34040,33120,32060,33700,32110,35120,38310,44930,41720,35300,34640,31180,30580,31700,38520,61960,37330,48650,41240,44820,47220,36260,29620,26600,33640,25900,24440,23560,21610,38970
177,바이레도라튤립,15800,18040,18910,20750,23240,21860,21770,17670,17630,25140,38640,23600,21220,28880,36400,40290,41900,38020,38420,34480,33600,44580,37040,32650,27850,28420,31990,35970,37750,34930,30040,26560,23920,25220,25220,28840
178,라운드랩자작나무수분선크림,0,0,0,0,0,300,4220,9480,8230,9520,6000,5760,6660,6740,14360,15700,19500,28370,23640,23190,17830,12450,8830,8390,8680,9720,9670,12750,22310,25630,40860,40670,28740,20400,21800,5670
179,가히주름케어멀티밤,0,0,0,0,0,0,0,0,0,0,0,0,330,7230,8640,5400,15180,26180,52180,29560,33100,53110,36580,32400,30720,34280,47780,34580,19960,21900,18460,10210,5600,5650,3660,1590
180,닥터지,91210,77980,93200,89970,99490,93120,91060,84850,86760,75550,75800,73090,81730,74440,80080,86660,83760,86300,95290,77060,73310,63140,62120,61850,68200,61180,65480,62130,58900,79300,89460,71460,56710,56310,62490,84580
181,시카크림,32230,29740,34810,37920,50370,45940,43730,34240,21570,23770,39190,47190,35950,43690,44250,35770,38580,34140,38380,34750,33240,36160,36340,38460,36050,38160,36930,39490,37560,31230,28210,28290,29350,36050,36800,35060
182,유세린아이크림,13730,11930,13370,9540,9420,8740,8900,6170,5670,5800,12040,9170,10390,11590,14830,9590,15740,10140,12760,9310,6840,7690,15010,12470,13430,14300,15530,14900,17610,11460,27080,9860,7400,10050,35880,12820
183,디올쿠션,19480,28650,66290,29220,22280,15740,15970,14420,18480,20960,14750,15160,14490,16140,40470,31010,28210,33890,21550,17670,18580,27570,21170,22310,21470,25820,73250,50580,36830,29450,38200,31190,30860,36380,31560,30760
184,아이라이너,24860,26840,26480,23610,27370,24440,23100,21170,24170,22740,20250,21800,21650,20770,20960,19750,19080,18520,19890,20840,20410,21850,17010,20210,20330,20370,22390,24060,31170,28490,32270,27950,31970,27820,23390,20890
185,에센스,26600,25770,29850,25320,26510,24430,23050,19850,18730,18690,19820,21290,24310,25510,27110,27250,30010,28510,26690,23670,23450,24200,23460,23840,21460,22800,31620,28380,21730,20130,24990,19240,17150,19780,17220,25860
186,더마비바디로션,16490,28790,18180,18620,21110,19620,14470,10840,8590,7590,15110,21650,22970,25740,20020,22010,15390,13820,12330,12080,7930,8500,11240,19510,20140,19530,19030,16990,14280,11740,13930,11770,8530,8900,13530,22640
187,유리아쥬립밤,35290,43640,29530,23480,21400,17440,11360,9070,9910,8510,20880,32490,28520,33550,26360,15320,12280,11100,9060,7130,6550,8390,11910,26920,26620,28710,26560,23020,16290,12450,12000,9200,8180,11550,16440,32080
188,알로에수딩젤,12020,12820,17610,32460,21650,15850,16650,23380,18110,21600,11750,10810,10390,13270,15680,14480,16070,15580,18290,23780,27050,17920,10990,10600,10490,9860,12050,11990,12080,14430,20040,22070,25700,19270,11190,8840
189,설화수자음생크림,19610,22000,23520,17020,14200,14830,12980,9190,9510,9210,20960,22450,21020,22840,25550,19760,16510,16410,15090,9550,8040,16180,35650,30020,29540,31090,33090,24140,20500,19310,18050,11300,8880,10870,13530,7600
190,헤라선크림,9330,9740,11940,12970,15150,16430,22200,16940,11720,9690,8230,9140,8330,8080,9050,10760,16320,21490,23060,19220,15710,11810,8140,7950,7420,7510,9320,15470,15530,20460,26770,19280,17490,13790,13400,10060
191,도브비누,10630,13330,12190,14520,18960,15320,12260,12270,13470,15740,16280,50780,28200,29550,25870,19850,19810,17350,18890,18690,20850,21480,17700,17260,15550,15050,16450,15740,16470,15820,17630,18680,21940,22210,17130,16780
192,뉴트로지나바디로션,23920,22260,16920,16400,16500,15600,10420,6860,6360,5350,13930,30410,31480,32550,26450,17100,14670,12990,10320,7270,5450,7580,10990,20710,21180,20100,20260,17200,12980,10620,10030,7420,4920,6520,11800,20530
193,려샴푸,16090,14580,16590,15380,17430,14650,14410,15650,16040,17200,16410,13580,14110,14930,17120,14610,15700,14050,14880,15140,16580,18390,15720,14140,13170,14020,16720,16730,16670,15990,15000,15000,15620,16180,13990,15170
194,바디오일,22580,24210,18540,16180,19320,17410,11690,9880,10360,10460,16780,28260,26640,32160,25820,15260,14200,13510,12410,10630,11790,11900,15400,23690,28430,29030,30090,25050,15940,13570,15430,13820,10590,12090,16430,25370
195,틴트,38130,39450,41530,41530,44670,38040,34850,30840,32190,33650,58350,30540,26300,28920,29550,26300,27740,28760,27780,25800,26900,25860,23780,22470,22090,22380,22860,23560,22820,24520,25280,25940,29580,29120,23240,26150
196,센텔리안24마데카크림,23330,26870,17100,23950,27450,25670,21810,15260,15030,14970,25210,34140,24740,25820,25800,17980,16300,14840,16730,24670,18340,21260,22060,25900,27460,29310,31000,27180,20570,18650,21190,17740,14970,15910,18290,14480
197,피카소스파츌라,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,280,80,730,2480,770,3040,2720,6500,16110,30900,58690,37390,25810,34200,28320,38410,30460,27740,12780
198,일리윤,35870,34440,29330,25380,25500,26030,22420,17610,15420,14620,18930,32490,34760,44110,34480,24550,24000,26070,21110,17960,17600,18000,19700,53140,39400,33750,43280,38870,33530,28760,31160,26060,22400,23350,26810,43230
199,달바화이트트러플미스트세럼,200,670,870,1250,1970,1200,1040,8360,9240,9640,13960,18740,22470,30740,25340,21660,15730,12190,11140,10030,9250,11730,14500,23980,36310,41450,49580,44370,28160,17470,16400,12050,11910,12000,17520,22560
200,닥터포헤어피토테라피,3110,2980,2360,2680,3250,3030,8320,9060,9310,9230,8640,9370,9780,9390,10120,7640,1080,650,1210,4710,4470,6050,4440,4700,4690,4200,5400,5680,12460,7860,7690,8070,9310,7140,6810,5280
201,자담유맥틴맥주효모비오틴탈모완화샴푸500ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,0
202,눅스오일,27990,28930,22450,16410,14200,13530,9630,7530,7910,7640,13590,20720,32880,38090,25570,14470,11050,8700,8050,7090,5440,7520,11310,15680,24210,26550,24780,16860,12560,12390,15370,10590,8020,10850,14980,27260
203,비오템옴므,29290,38630,32740,39800,32850,30340,29680,20290,19210,19010,30110,25020,23140,31070,28750,30230,25530,23690,22300,21440,18130,19100,20580,21170,22380,30180,31640,29900,24240,22160,23860,20780,19390,20640,18680,18070
204,랑콤뗑이돌파운데이션,124380,43240,43510,38960,36260,32570,29380,37310,33280,40060,32690,32690,75510,26570,33030,32570,31510,27320,25950,29480,22760,24480,25620,22290,26070,22690,24950,24540,24480,24330,34760,30800,31920,29930,22850,15110
205,딥디크,61590,71200,71610,67600,65380,73810,74080,64160,70890,75400,80400,79220,87350,111490,108700,117730,112330,96450,99900,95420,91460,111710,119340,116560,104670,117690,116920,119720,109850,93140,96850,89360,83820,100250,94220,105470
206,가희주름케어멀티밤,0,0,0,0,0,0,0,0,0,0,0,0,30,450,5990,5430,13100,21430,57850,44390,51170,92840,58280,38240,32080,30680,34840,25110,19000,22130,21050,12380,8040,9030,9390,5840
207,조말론핸드크림,9760,13350,9110,11260,10070,8850,8370,4870,5050,6110,14790,20240,17750,23190,17030,16660,11960,12280,13690,9050,7630,15910,21910,28290,33100,46090,35500,28830,21020,19350,24200,16330,15820,20300,27530,38430
208,섀도우팔레트,26580,27860,34560,35690,35710,25880,22630,16780,19810,21730,18170,16200,14740,16900,20040,19060,16090,12490,11940,10910,11990,15620,14270,12770,12950,13750,15920,16170,14280,12090,13100,11480,11470,12590,11390,11340
209,호호바오일,65790,64640,70150,60090,58930,57890,50600,39270,41510,38630,44910,55460,47560,52900,47950,37800,35440,33340,30000,25230,22460,24150,25710,34160,35400,40500,43770,38670,36300,34450,35020,33210,27080,28170,27050,41720
210,비듬샴푸,36380,34130,38310,43220,60290,51050,37980,27540,30000,25730,31840,39890,37110,55090,58160,41700,41060,33660,31390,24340,23850,26360,25010,30260,31180,35250,42240,42450,44230,32610,26320,26620,25590,27300,20790,26730
211,바하폼클렌징,0,0,0,0,0,0,20,90,30,1140,770,760,950,1630,1720,1480,710,290,2110,370,34090,15860,40070,8390,75780,21910,14550,36790,52060,13510,17420,23020,14770,11610,20820,14410
212,닥터자르트시카페어크림,44040,45500,33720,30950,5390,9860,22810,32820,33220,30570,33540,60690,33460,31030,28640,24700,31170,26840,26430,21300,19930,17660,22410,41350,22470,22170,23610,22980,21160,17930,17240,16080,13390,14490,16230,19820
213,메디큐브제로모공패드2.0,0,0,0,70,2020,5280,10040,6490,8660,12330,12300,9600,12700,27810,35680,30780,27880,23790,28740,29970,31530,28300,23310,20930,19640,19910,20570,18420,17030,15160,20940,18780,15410,14050,13430,11360
214,설화수퍼펙팅쿠션,17670,16500,17020,13080,15350,12250,11910,9220,9420,9370,7820,8410,7740,6670,5720,7080,8520,7730,18700,30190,18240,16630,13480,12200,13640,15650,19100,14150,14440,15200,19660,29370,17230,13550,11330,11920
215,데싱디바,129930,186980,161440,122070,131020,121570,154270,261460,276540,189610,92870,73880,85950,112380,86690,66850,72930,118080,133820,172260,154960,94900,68960,64630,68600,81510,83240,62840,62970,71100,97490,114040,133650,86770,51910,45030
216,샴푸바,4590,5410,7450,7070,9630,7540,8700,12700,13690,19290,19590,19360,17290,18610,24370,28740,19960,20210,16810,17010,27870,32950,27910,29550,25160,32250,26420,27320,26710,21550,28280,23420,23390,27790,21460,14260
